month,smb,hml,umd,rf,rm,rmrf,SL,S2,S3,S4,SH,S2L,S22,S23,S24,S2H,M3L,M32,M33,M34,M3H,B4L,B42,B43,B44,B4H,BL,B2,B3,B4,BH
1981m9,0.01153225,0.03058684,-0.03228693,0.0118024388,-0.1632249537,-0.17502739,-0.19567596,-0.13266499,-0.10032369,-0.14239309,-0.14922278,-0.18432653,-0.14968385,-0.15926211,-0.13419666,-0.14916564,-0.2128662,-0.19216846,-0.12435229,-0.14908777,-0.13231605,-0.17165362,-0.1677898,-0.17632224,-0.16957405,-0.14639902,-0.17269043,-0.16049914,-0.19587174,-0.18772865,-0.12062621
1981m10,0.00414804,-0.01088349,-0.01344999,0.0121988062,0.0335505391,0.02135173,0.04201037,0.03448401,0.00429152,0.02275199,0.01849602,0.02265045,0.04211475,0.05469012,-0.00174347,-0.00190923,0.01881993,0.02928125,0.04515901,0.03703824,0.02778456,0.04748834,0.04918322,0.00638239,0.01580582,-0.00839663,0.02485825,-0.01278967,0.06989497,0.00145783,-0.00675542
1981m11,-0.03219194,0.02089796,0.00330574,0.010799566,0.1060554087,0.09525584,0.0643094,0.04099203,0.05534058,0.05499796,0.07225804,0.12872098,0.0429427,0.07628853,0.06119412,0.09430496,0.08534793,0.12108524,0.12760491,0.11297128,0.14467805,0.1290504,0.09093062,0.09442638,0.13445531,0.15660484,0.09490522,0.13311547,0.09625958,0.13111779,0.18576236
1981m12,0.0297391,0.02043069,0.00939755,0.0115579491,-0.0014988756,-0.01305682,-0.00332529,0.02009651,0.03778073,0.03868595,0.0474304,0.02118934,0.00274439,0.00525091,0.00890391,0.03107796,-0.00737261,0.00198411,0.01431052,0.03037602,0.08655539,0.00836109,-0.01031564,-0.00996803,0.01418007,0.01176576,0.0127077,-0.00206697,-0.03224646,-0.00636402,-0.02853374
1982m1,0.00677975,0.04199374,0.02514037,0.0106142691,0.0618365451,0.05122228,0.04735536,0.06917346,0.0710959,0.06173189,0.08693605,0.04620389,0.07863862,0.06618851,0.08498364,0.09390527,0.06675717,0.06951458,0.06200186,0.0945512,0.11924557,0.05967894,0.06614086,0.10096375,0.08569792,0.12647276,0.04440538,0.06530986,0.04154625,0.08528294,0.07431187
1982m2,0.03408546,0.00133328,0.03677162,0.0104458477,-0.037672069,-0.04811792,0.02632457,-0.00322747,-0.00188153,-0.01176434,-0.01109384,-0.00517854,-0.00042086,0.03103001,-0.02470047,-0.05942431,-0.01715557,-0.03568767,0.03300552,-0.02407861,-0.01492479,-0.04841845,-0.0377437,-0.0089937,-0.00982574,-0.0622081,-0.06561278,-0.03467963,-0.04306437,-0.03812812,-0.02752453
1982m3,-0.01374716,-0.01432566,-0.00489508,0.0098734237,0.035619709,0.02574629,0.05259643,0.04740632,0.0149905,0.0357303,0.02907822,0.07160525,0.06033201,0.03280869,0.00743546,-0.00853646,0.0454932,-0.0049665,0.03366586,0.0214781,0.05826769,0.07023637,0.01896882,0.05645106,0.06940735,0.01691133,0.05133804,0.05847769,0.04005473,0.04874958,0.04882335
1982m4,-0.01341474,-0.01317134,-1.302e-06,0.0102185229,0.0094443186,-0.0007742,-0.00463061,-0.01314862,0.00283098,-0.01121743,-0.01461945,0.00060731,0.00217942,0.00791107,0.00608402,-0.0006635,-0.00893091,-0.01835692,0.01411056,0.01303579,0.00933472,0.04062461,-0.0017192,0.00510095,-0.01129897,0.00322534,0.02987722,-0.00665071,0.04519458,-0.01823053,-0.0183061
1982m5,-0.00723299,-0.00561746,0.04036714,0.0099912492,0.0334471913,0.02345594,0.02943773,0.02407882,0.02505377,0.0250726,0.01888507,0.03839027,0.03790589,-0.00087586,0.01657902,0.00741995,0.01345159,0.01551558,0.01583147,0.03653108,0.03389987,0.05466959,-0.01198838,-0.01900439,0.04332561,-0.00315227,0.04148199,0.04718732,0.00927648,0.02183112,0.06555033
1982m6,-0.00292305,-0.01083117,0.04354397,0.0096882972,-0.0386339143,-0.04832221,-0.01347071,-0.02907904,-0.01990444,-0.03423165,-0.03976103,-0.02236541,-0.05222045,-0.03590568,-0.0693118,-0.0860583,-0.05999344,-0.0203898,-0.04114344,-0.05911854,-0.0425794,-0.03299097,-0.0371868,-0.02121947,-0.05321212,-0.04388443,-0.02081969,-0.04923595,-0.07055801,-0.02124506,-0.01697971
1982m7,0.0047621,-0.04745413,0.03191795,0.0087967996,0.0394585987,0.0306618,0.03702709,0.03454066,0.01571149,0.0306355,0.00074176,0.01098352,0.02450725,0.0441971,-0.00360773,-0.02828382,0.06019194,0.05484096,0.07059215,0.03731037,0.0334424,0.05649157,0.01814004,0.03191158,0.05103414,-0.00709074,0.07287684,0.03859596,-0.00368202,0.01485967,0.03752627
1982m8,-0.02902472,-0.00884551,0.01038469,0.0079144886,0.0331372022,0.02522271,0.02320886,0.01284976,-0.01079481,0.01131825,-0.00054046,0.037534,0.04841926,0.00735277,0.01205471,0.01406898,-0.01135336,0.02513703,0.03264334,0.05045417,0.00160557,0.01538284,0.0373268,0.03337013,0.05492084,0.0120543,0.03798487,0.04407355,0.07303835,0.03634074,0.06637795
1982m9,-0.01685531,-0.06743607,0.10438186,0.0079480862,0.0587616831,0.0508136,0.04246124,0.06456782,0.02310267,0.01881194,0.00182116,0.041201,0.12288901,0.03490353,-0.00914021,-0.00701474,0.0589823,0.03993783,0.03184232,0.00620825,0.023761,0.09283183,0.00889488,0.00035792,0.01665033,-0.00964688,0.13171815,0.03847265,0.02866798,0.02475093,0.03756308
1982m10,-0.00725783,0.03184216,0.00250076,0.0070749099,0.026340949,0.01926604,0.01715884,0.06824223,0.01095345,0.01191956,0.02365749,0.04542612,0.01947289,0.02272922,-0.02999587,-0.01689573,-0.00347954,0.04198876,0.02435109,0.03160394,0.03413914,0.01701999,0.05027185,0.0199984,0.00443733,0.04842188,-0.0231503,0.00317777,0.03199479,0.07202693,0.04554608
1982m11,0.03311322,-0.07309601,0.07047138,0.007973285,0.0200993247,0.01212604,0.07937847,0.14608373,0.05042346,0.04805053,0.06071198,0.06944779,0.08258256,0.03035198,0.03950194,0.03846068,0.09538253,0.04988887,0.02679029,0.03098938,-0.02098783,0.03513601,0.05382269,-0.00290691,0.00542869,0.01397777,0.06509814,0.04093215,0.04357665,-0.02445507,0.01871998
1982m12,-0.01289833,-0.00499058,-0.00282141,0.0077633127,0.022550503,0.01478719,0.02585446,0.02595738,0.02252298,-0.00417299,0.01422874,-0.0344748,0.04353708,0.01335958,-0.0274737,0.00215399,0.0191799,0.01031005,0.0498612,-0.01275692,-0.00992013,0.0009171,0.02384376,0.00691189,0.03079679,0.03974647,0.02134558,0.04892458,0.02550042,0.01005631,0.02946451
1983m1,0.02608607,0.05475615,-0.03006718,0.0086875192,0.0379005803,0.02921306,0.10447283,0.1805624,0.04367994,0.0748702,0.04621603,0.08261424,-0.03114849,-0.00310324,0.04153104,0.05483228,0.01525207,0.00944759,0.08535496,0.06356127,0.07602075,-0.00683995,0.03752163,-0.01355104,0.07270396,0.10128472,-0.05781982,-0.00902388,0.08921431,0.06079941,0.04716219
1983m2,0.02995182,-0.01073409,-0.00695311,0.0086202758,0.0152145814,0.00659431,0.03914845,-0.0421992,0.01979532,0.06493459,0.05618039,0.0399711,0.05726078,-0.00945419,0.01205344,0.02481884,0.05746326,0.04973949,0.0283295,0.06165914,0.04505164,0.02776466,0.02165057,0.03926265,-0.01662855,0.03769342,0.0172637,0.03556905,-0.02100382,-0.00891742,0.02416022
1983m3,0.00411843,0.05621259,-0.02268868,0.0081412949,0.0357232779,0.02758198,-0.02004577,0.04890747,0.01699258,0.0530409,0.04272517,0.07091798,0.02353986,0.02448146,0.05485482,0.04882836,0.01286418,0.06052258,0.07815718,0.01784219,0.05555606,0.02101902,-0.0066592,0.07529761,0.02476375,0.05842677,-0.00887957,-0.0143826,0.01806109,0.08916887,0.08732694
1983m4,-0.02948415,0.04729225,-0.05266851,0.0077297212,0.0705794026,0.06284968,0.01804705,0.01573357,0.043141,0.06986143,0.0620218,0.08776411,0.03878042,0.04026825,0.03325639,0.09391031,0.03270983,0.06034753,0.04661914,0.04751738,0.08897442,0.06973473,0.08495978,0.08872633,0.08186725,0.05549359,0.07487194,0.04409472,0.03315301,0.13751159,0.09605272
1983m5,-0.00870192,-0.00617171,-0.02217466,0.0077381191,0.00020002,-0.0075381,-0.02581661,-0.03762489,-0.00696621,-0.00614973,-0.00608505,-0.00259,0.00450724,-0.00613989,-0.0273764,0.00663413,-0.02174513,0.00323175,-0.01435003,-0.03083327,0.03499954,-0.0257737,-0.00860681,-0.01520484,-0.02184518,0.01054331,0.03575233,0.00964448,-0.00725925,-0.02233008,0.00995059
1983m6,-0.00810348,0.02022712,0.00063896,0.0074358429,0.0511659735,0.04373013,0.06376223,0.02781868,0.02703288,0.03868293,0.03306265,0.01195585,0.06729152,0.03906414,0.0335769,0.07843906,0.07777424,0.0282132,0.01722607,0.0841615,0.05331199,0.03981464,0.07617754,0.05322391,0.05553258,0.02621787,0.04052424,0.039072,0.04081906,0.07569954,0.06045015
1983m7,0.02393333,-0.00403947,0.04303878,0.0075114035,-0.0230306505,-0.03054205,0.00038352,0.00715473,0.01601086,-0.00352666,0.00231829,0.0174963,-0.00987593,0.015735,-0.02928083,0.03891854,-0.03071975,-0.01924922,0.03725233,-0.04202585,0.00782415,-0.05210324,-0.01436551,0.00340183,-0.02485196,-0.01534091,-0.03055765,0.01096576,-0.04073815,-0.04045198,0.00271422
1983m8,-0.01944574,0.03414794,0.03356662,0.0074694246,0.013794275,0.00632485,0.03821366,0.0242565,0.00871418,0.00115762,0.02322694,0.02223992,0.033673,0.02545845,0.01800386,0.03468594,0.00486862,0.01200551,0.0089723,0.00734152,0.01167924,-0.00671005,-0.00188221,-0.0060065,0.01176387,0.02499156,-0.00935728,0.01129909,0.01356611,0.12788333,0.02963549
1983m9,-0.0046675,0.01124318,0.00149215,0.0071840155,-0.0067769324,-0.01396095,0.01964945,-0.00386161,0.00189588,0.01337107,0.00935793,-0.03364979,-0.00787805,-0.02379262,0.02049016,-0.03025762,0.00485639,-0.02911544,-0.02295821,0.00569955,0.00302249,-0.00850252,-0.0009363,-0.02878791,-0.03579986,-0.00124642,0.01461369,-0.01736542,0.01201717,-0.01698873,0.0194913
1983m10,-0.01881216,0.037307,-0.02650421,0.0070749099,-0.0142968156,-0.02137173,-0.02673473,-0.01452967,-0.01305683,-0.00357431,-0.01222332,-0.01550021,0.0009047,-0.02370606,0.02152112,0.01614607,-0.04638577,-0.01749283,-0.02378796,-0.02573644,-0.00978258,-0.05447788,-0.01654541,-0.03533584,0.00202195,0.01738959,-0.0313372,0.00667845,0.00399183,-0.00644062,0.0379218
1983m11,-0.0022108,0.00265613,0.022254,0.0071000869,0.060138968,0.05303888,0.00925916,0.05259011,0.04968611,0.03513141,0.04419661,0.04426694,0.04885619,0.03497836,0.05821744,0.0517157,0.08321767,0.04757931,0.03721245,0.03918601,0.06537381,0.04771431,0.05522578,0.05857885,0.07042838,0.1015714,0.06144523,0.04043138,0.05167121,0.0303431,0.07651047
1983m12,-0.00455747,0.02420114,0.01104298,0.0070833024,0.022652763,0.01556946,0.03342507,-0.0015648,0.01773471,0.02238645,0.05514628,0.07299985,-0.01729758,0.02813725,0.01330898,0.04844058,0.03456181,0.02803403,-0.00340331,0.04577177,0.08613625,0.00245564,0.03900328,0.05294378,0.06212162,0.06580177,0.04956243,0.0121834,0.01701258,0.03209906,0.02478711
1984m1,0.00842558,0.04336253,0.0264665,0.0071000869,0.0694024167,0.06230233,0.03518269,0.05441243,0.08058389,0.09263289,0.09602148,0.05015244,0.09576118,0.06145955,0.04740914,0.07647429,0.04909244,0.07000151,0.06744554,0.07808813,0.12647547,0.04699021,0.06194977,0.10651251,0.10698721,0.07595742,0.00919681,0.05124285,0.04599703,0.0978835,0.09253315
1984m2,0.02168877,0.01279275,0.00304591,0.0070916943,-0.0128171521,-0.01990885,0.00400359,0.02772687,0.01960855,0.02487771,0.04153558,0.00283162,-0.0029018,0.02036556,0.03097346,0.03642795,-0.00750895,0.01810124,0.01673634,0.00675919,0.03728467,-0.02318232,0.00418413,0.00477274,0.00481111,0.01254295,0.02650616,-0.02328336,-0.00559153,-0.03344675,0.01136917
1984m3,-0.0299352,-0.00121378,0.01603896,0.0067308845,0.0669456157,0.06021473,0.05083244,0.03302899,0.03454943,0.04391328,0.07252149,0.05434562,0.08104079,0.03177274,0.05689105,0.07503197,0.05599299,0.01253413,0.00627562,0.04278662,0.06654044,0.0800544,0.03087452,0.04939396,0.01362639,0.07718685,0.10181173,0.06393023,0.07835336,0.09594371,0.06168428
1984m4,-0.02987512,0.00389963,0.01989614,0.0067141062,0.0239830776,0.01726897,-0.01399147,0.00356697,0.02063592,0.03165988,0.01108142,0.07652314,0.08491262,0.0130076,-0.02481364,0.00887238,-0.00217754,-0.00671242,0.0196846,0.00593522,0.00899713,0.03117814,0.05669946,0.01904286,0.03419657,0.05484844,0.03014181,0.04254438,0.03853529,0.06096536,0.01514244
1984m5,0.01453304,0.01581536,-0.02430453,0.0071924089,-0.1040762748,-0.11126868,-0.10316205,-0.09044409,-0.04361875,-0.07345708,-0.06998746,-0.15544607,-0.09049803,-0.06979262,-0.07242006,-0.10380004,-0.10584509,-0.10289879,-0.08631736,-0.09793129,-0.12809359,-0.13802073,-0.11424069,-0.1158209,-0.08115263,-0.12347713,-0.10418188,-0.13908841,-0.11496494,-0.08871124,-0.08948192
1984m6,-0.00314333,0.03377913,-0.0081101,0.0071000869,0.0262383202,0.01913823,0.0016587,0.01503466,0.03306661,0.01012175,0.0240869,0.05669534,0.02592524,0.0243506,0.08456425,0.04211964,-0.01113685,0.01340145,-0.00854684,0.03935261,0.03575313,0.01040795,0.02828048,0.01865884,0.01509559,0.03469584,0.0154827,-0.00382419,0.0136675,0.01119223,0.06631787
1984m7,-0.00115919,0.02498301,-0.01254443,0.0090069879,-0.0223465337,-0.03135352,-0.04705618,-0.03837924,-0.03808073,-0.03342334,-0.05191761,-0.0402527,-0.04041226,-0.03749355,0.02381156,-0.01421197,-0.05695537,-0.0084201,-0.03747617,-0.00062582,0.00159811,-0.04998892,-0.0094442,-0.04538845,0.03683799,-0.0036672,-0.0206342,-0.06541577,-0.03114194,-0.03415709,-0.03622133
1984m8,0.00420359,-0.00911285,-0.01628864,0.007922888,0.1004288893,0.092506,0.05094628,0.05107366,0.0608478,0.07181876,0.06947381,0.11772242,0.11697831,0.08391962,0.06931985,0.09415822,0.11384342,0.10250314,0.09942051,0.10321668,0.12074263,0.08886914,0.12164435,0.11227015,0.04324264,0.10789218,0.11232735,0.05637742,0.08694827,0.10008866,0.06751247
1984m9,-0.00935101,-0.01865668,-0.00195623,0.007956486,0.0335505391,0.02559405,0.03080794,0.0099422,0.05592357,0.01810612,0.01900905,0.0549074,0.03400466,0.02568607,0.03775888,0.01674224,0.02749706,0.00151264,0.00327848,-0.00346661,0.00871994,0.04986194,0.06141873,0.01131468,0.02968699,0.01807341,0.03225296,0.03142367,0.03448438,0.04266995,-0.00730163
1984m10,-0.00535138,0.0152022,0.02094513,0.007880892,0.0181629756,0.01028208,0.04542428,0.01138101,0.03291055,0.02846729,0.02957221,-0.02305983,0.02992288,0.04687159,0.02818822,0.01069308,0.00306868,0.04611584,0.02716791,0.03046908,0.0354345,0.03008596,0.02099351,0.02382968,0.03132753,0.04422235,0.02007586,0.0515658,0.03857838,-0.01440534,0.07593099
1984m11,0.00890498,-0.0170814,0.04880069,0.0072511633,0.0347915459,0.02754038,0.05900687,0.0038571,0.04431032,0.03689363,0.03880313,0.04699458,0.02643819,0.0407724,0.05078536,0.03310309,0.06800533,0.02570812,0.04839502,0.07991527,0.00724813,0.01489938,0.06427245,0.0763546,0.0608265,0.05826782,0.05170153,0.02359525,0.04192793,0.02295103,-0.00217207
1984m12,0.00088026,-0.00105396,0.03929704,0.0073015273,0.0622613679,0.05495984,0.05637105,0.03171286,0.04104078,0.02841426,0.04942014,0.04521845,0.05893511,0.06264888,0.06791629,0.04482162,0.02938746,0.05306954,0.03596606,0.01327976,0.07281315,0.01839993,0.06759591,0.01444488,0.06182766,0.04144779,0.06633801,0.03200588,0.06617203,0.01420344,0.05167207
1985m1,-0.0056799,0.02770506,0.02860767,0.0091331213,0.0402905008,0.03115738,0.02865514,0.00568577,0.04207384,0.03036729,0.05032268,0.00149193,0.05109176,-0.02548217,0.02225773,0.03357282,0.01841168,0.00931973,0.00988519,0.03143077,0.0024997,0.01617421,0.03067512,0.04777818,0.0357352,-0.00848248,-0.00352925,-0.00778915,0.04082489,0.07748554,0.01003453
1985m2,0.03020736,-0.00248675,0.00424881,0.0105637401,-0.0069755573,-0.0175393,0.01378932,0.02033801,0.01737568,0.04231824,0.03149381,0.00104862,0.03539037,0.0795085,0.00696032,-0.02804827,0.03089666,-0.0060812,0.01048547,0.03386605,-0.00125152,-0.01806093,-0.05341575,0.02194772,0.01216525,0.00775885,-0.04038817,0.02087388,-0.01890926,-0.00339879,-0.02868634
1985m3,0.01982087,0.00400114,0.02259472,0.0097556119,0.0170436121,0.007288,0.02843195,0.03999218,0.03931234,0.04081403,0.04636572,0.01943969,0.04947213,0.03491139,0.07240817,0.08632784,0.04064956,0.03764299,0.06126427,0.03994562,0.017964,-0.00049913,0.03268092,0.01290026,0.02307871,0.0435571,0.04060502,0.03296906,-0.02366079,0.04330028,0.04187096
1985m4,0.00102429,0.00330809,0.00015137,0.0094190827,0.0133888382,0.00396976,0.02071737,-0.00465341,0.02749393,0.04623183,0.01789724,-0.03453144,0.01823936,0.02192018,0.00854217,0.00316157,0.01739579,0.02045108,0.00882546,0.01223562,0.00988666,0.02539035,0.00365933,0.03503085,0.02103218,0.06549831,0.0316111,-0.0099078,-0.00226375,0.0072305,0.01757883
1985m5,0.005565,0.02851362,0.02081116,0.0093433791,0.0231642182,0.01382084,0.07056468,0.01431983,0.01816113,0.01447781,0.04661305,-0.01153101,0.00858817,0.03643768,0.07669084,0.0234119,-0.00445186,0.01544811,0.01055902,0.0541455,0.04309706,-0.00250939,0.03955072,0.02538885,0.06799566,0.06917698,-0.00868584,0.04033274,0.0324191,-0.00733693,0.03032676
1985m6,-0.00934842,0.0508094,0.01382065,0.0094611428,-0.0571046713,-0.06656581,-0.07904358,-0.03034936,-0.04363587,-0.03281628,-0.04746749,-0.08865827,-0.07863989,-0.06899099,-0.02790637,-0.07575086,-0.14241625,-0.06166183,-0.04136366,-0.05607838,-0.07374799,-0.11677023,-0.05755223,-0.04218621,-0.03313106,-0.04023438,-0.10456584,-0.05680997,-0.05098284,-0.03494217,-0.01638549
1985m7,0.0036823,-0.00040823,0.00497476,0.0087211427,0.0223460137,0.01362487,0.02598251,-0.01142942,-0.00585681,-0.00016592,0.02624281,-0.00111438,-0.01264157,0.03144358,0.05533534,0.07346887,0.04058068,0.03066185,0.01727682,0.02567174,-0.01032833,-0.0028773,0.01505241,-0.02201237,0.01099421,0.06034076,0.01996792,0.06853259,-0.02863729,0.00876945,0.03541118
1985m8,-0.00376855,-0.00554802,0.00289139,0.0087379551,0.0696163142,0.06087836,0.05187682,0.05831804,0.06488933,0.06175756,0.06966537,0.08782446,0.1075086,0.0538275,0.06180545,0.04939309,0.11356662,0.06324796,0.07536857,0.01715261,0.0876183,0.08638464,0.09388104,0.10998663,0.08301064,0.06599903,0.07279788,0.04438149,0.06926178,0.09499969,0.04619762
1985m9,0.01588182,0.03662229,0.05017652,0.0087379551,-0.0272225997,-0.03596055,-0.01556631,0.0142909,0.01835268,0.02130594,0.02818765,-0.06343758,-0.01244052,0.00996101,0.0364203,0.01793185,-0.02272282,0.00106534,-0.03404,0.0516544,-0.02100866,-0.02951559,-0.03187191,-0.05571744,-0.01364848,0.02331111,-0.0369062,0.00083174,-0.0389846,-0.02029511,0.04203575
1985m10,0.00456269,-0.00255815,0.04343888,0.0088388338,0.0747628135,0.06592398,0.0253948,0.04136776,0.04143147,0.06722511,0.06241075,0.09752452,0.0814996,0.14895537,0.07552562,0.11880849,0.10254081,0.07828433,0.05634474,0.06184798,0.07785149,0.0965601,0.07115572,0.09790325,0.12225577,0.07922064,0.07256325,0.03306834,0.08090781,0.05994604,0.06575624
1985m11,-0.02106787,-0.01617122,0.00641312,0.0087463614,0.0422689302,0.03352257,0.00636848,0.01762247,0.02288797,0.02063328,0.01533597,0.05679699,0.00185737,-0.02289716,0.01971387,0.00311191,0.01654516,0.05701436,0.03225852,0.0235955,0.01555442,0.02747698,-0.01507361,0.01272986,0.02184868,0.00535104,0.04797557,0.0419866,0.07784093,0.07646855,0.00960619
1985m12,-0.00475763,0.02289749,-0.03542143,0.0088640549,-0.0159710883,-0.02483514,-0.00464743,-0.00423497,-0.01178719,-0.00834759,-0.00910657,0.00627731,-0.01825389,-0.01081121,-0.0079132,-0.01882126,-0.04090359,-0.02978764,-0.03787604,-0.00585899,-0.00583391,-0.01756417,-0.01622141,-0.03015055,-0.03127144,0.0069102,-0.02650107,-0.01624114,-0.01516047,0.00910538,0.00279513
1986m1,0.02517495,0.03673678,-0.00248833,0.0095620944,0.0233688712,0.01380678,0.02615393,0.01989925,0.02913524,0.04460219,0.0415834,0.06925469,0.0572662,0.05757618,0.06831874,0.0713344,0.0372571,0.02341478,0.01482801,0.03399694,0.06344825,-0.00460483,0.01680252,0.01479988,0.04710218,0.0293309,0.00454627,-0.01760297,0.00927358,0.0385987,0.05655076
1986m2,-0.00284758,-0.02464302,0.01429938,0.009377025,0.0817715235,0.0723945,0.07671312,0.07460918,0.08211927,0.07999911,0.07597292,0.0485582,0.07296171,0.0935487,0.09332772,0.03332403,0.15519623,0.11369392,0.06547632,0.07995002,0.07092632,0.07015484,0.06829115,0.0675457,0.10271191,0.14921233,0.09088183,0.07158987,0.13570759,0.11065589,0.04393553
1986m3,-0.01253125,-0.0012775,0.07942305,0.0085446321,0.0828538383,0.07430921,0.03569821,0.02498313,0.06922214,0.06271616,0.05406603,0.07626904,0.06303367,0.03343878,0.07595538,0.07472024,0.09701582,0.06108304,0.06726713,0.07273939,0.08490468,0.04046731,0.05922084,0.13201427,0.07202192,0.04904076,0.08552181,0.07468002,0.07251958,0.091116,0.07856761
1986m4,0.06446004,0.00972533,-0.00909251,0.0078556955,0.010454268,0.00259857,0.04364839,0.07389887,0.04909492,0.05022994,0.04421066,0.07477568,0.06057657,0.00623728,0.08760876,0.12028517,0.06884862,0.06901899,0.03582433,0.10965672,0.08157372,-0.02614042,0.0888236,0.01784533,0.04696495,0.02282046,0.00615779,-0.02934546,0.00449364,0.00629726,-0.00189701
1986m5,0.01749225,0.02313521,0.00628539,0.0074694246,-0.0305244264,-0.03799385,-0.01789151,-0.0053797,0.00291903,0.03057465,0.00691947,-0.03600488,-0.02284124,-0.03611532,-0.04334795,-0.01621016,0.0074858,-0.06096063,-0.02525642,-0.04646555,0.04327511,-0.04167716,-0.03999619,-0.02452452,-0.0218507,7.51e-05,-0.03769486,-0.0413942,-0.01842243,-0.04227644,-0.01294566
1986m6,0.01094519,0.01435412,0.01011169,0.0074442384,0.0372780278,0.02983379,0.02170278,0.05020882,0.02270654,0.05444668,0.04529574,0.02829308,0.09796517,0.07026171,0.02665568,0.03524285,0.04952921,0.03253648,0.01897739,0.03920016,0.0661776,-0.00383863,0.05902939,0.03002433,0.02778344,0.05440721,0.02282376,-0.0009345,0.04242755,0.07482574,0.03305739
1986m7,0.02207925,0.00424623,-0.00554805,0.0076121595,-0.0505761949,-0.05818835,-0.03845042,-0.02848749,-0.00573899,-0.00532204,-0.01820567,-0.05545038,-0.07221584,0.01227545,-0.02278686,-0.01953696,-0.03681184,-0.05552319,-0.03525371,-0.09189297,-0.05774423,-0.03616539,-0.0482837,-0.03970021,-0.07984643,-0.04383829,-0.03944191,-0.08798339,-0.08213916,-0.03774113,-0.04996548
1986m8,-0.04546735,-0.01224789,-0.03028082,0.0074694246,0.0620489333,0.05457951,0.02249706,0.02509638,0.02308874,0.0059151,0.02898452,0.03583838,0.03644095,0.05047341,0.01959924,0.0328493,0.04595553,0.01145572,-0.00119069,0.01775776,0.01286878,0.06895249,0.08444478,0.04331003,0.03657022,0.03757323,0.09024724,0.08494114,0.03329295,0.07383615,0.07517827
1986m9,0.01885196,0.03664857,0.0093831,0.0077381191,-0.0557836921,-0.06352181,-0.01266468,-0.01021273,-0.01081215,-0.02910111,-0.02571195,-0.06288493,-0.08047205,-0.00326459,-0.02440625,-0.04681767,-0.03123178,-0.03185194,-0.03434931,-0.0716308,-0.05287503,-0.07043699,-0.06124692,-0.07020949,-0.05816591,-0.02024041,-0.08315354,-0.10839793,-0.06677962,-0.00886387,0.01897553
1986m10,-0.00294197,0.0314265,-0.01713988,0.0084017651,0.0535864395,0.04518467,0.03198443,0.03029795,0.0320967,0.02927862,0.06497209,0.05076653,0.0155143,0.05033784,0.06595614,0.0570905,0.02360504,0.02910233,0.07562418,0.07163677,0.06259237,-0.01707265,0.03564293,0.03319777,0.08086767,0.12244365,0.03801592,0.03824845,0.05881188,0.05365845,0.06014155
1986m11,0.01594992,0.02662328,-0.01435267,0.0084858023,0.0133888382,0.00490304,0.02347846,0.02711236,0.04284278,0.04968035,0.05838096,-0.00584204,0.02107271,0.05548434,0.05359825,0.02599452,-0.01352469,0.03990087,0.00244499,0.06139898,0.03763899,0.01636435,0.02296054,0.07105125,0.02174569,0.04008138,-0.0136172,0.0052695,0.03152632,0.03592086,0.01286909
1986m12,0.00124297,0.03217289,-0.00938976,0.008468994,0.0281900252,0.01972103,-0.0074619,0.01228912,0.04344186,0.03397166,0.04108911,0.03008322,0.01132943,0.01307191,0.02550408,0.01478667,0.0030422,0.01681718,0.025013,0.01153888,0.02237242,0.00576309,-0.00492681,-0.01524555,0.02698683,0.00158326,-0.01689176,0.01347659,0.00430092,0.0440915,0.05702768
1987m1,0.01103578,0.0102801,0.0249952,0.0084017651,0.0844793412,0.07607758,0.08439315,0.08674616,0.0889546,0.1093734,0.08268618,0.09972299,0.08583997,0.12169677,0.08918424,0.07826275,0.08622077,0.0859317,0.09162753,0.07541538,0.08408782,0.08658236,0.10366004,0.10106569,0.12798785,0.10097455,0.05016259,0.06468511,0.12100965,0.07056033,0.06765488
1987m2,-0.01350255,-0.05271431,0.00100289,0.0081244924,0.0914422628,0.08331777,0.12480955,0.08280671,0.11787342,0.11036642,0.0911029,0.10219108,0.10538646,0.06870762,0.10899935,0.03904598,0.08316419,0.08921153,0.10754307,0.12389369,0.04468507,0.07573653,0.12322732,0.07370543,0.07653852,0.05925832,0.13563614,0.14909945,0.13229206,0.10158263,0.05379778
1987m3,0.04471848,0.04713652,0.02928288,0.0074526339,0.0200993247,0.01264669,0.07851801,0.05699292,0.05805503,0.08402,0.09229227,0.09556964,0.09537004,0.03445191,0.02226397,0.07887286,0.07285077,0.04991383,0.04653082,0.02736262,0.09630171,0.02443596,-0.00697951,0.04543142,0.02279064,0.09246531,-0.01326236,-0.00929202,-0.03662373,0.00519952,0.10966171
1987m4,0.00194858,0.01573741,-0.01325408,0.0073434992,0.026340949,0.01899745,0.03940608,0.02484978,0.05107373,0.01915387,0.0566597,0.03176222,0.09482972,0.02046304,0.04697402,0.03668745,0.04439228,0.01999864,0.02464017,0.02086859,0.03604168,0.01988078,-0.00240993,0.00486629,-0.00012405,0.04415697,0.00390158,0.02682082,0.04162742,0.05621259,0.05416327
1987m5,0.00535099,0.00226091,0.01443002,0.0068147824,0.0748702969,0.06805551,0.09842033,0.08803308,0.08410132,0.09475178,0.07721051,0.07338644,0.11253753,0.06653503,0.04139436,0.10634346,0.10128279,0.0659984,0.0490152,0.06463112,0.07734488,0.07853515,0.0511227,0.06052441,0.10175583,0.05620456,0.06813006,0.07827573,0.04678263,0.09387814,0.08954548
