Date;MICROSOFT;SANDP;CPI;INDPPI;M1SUPPLY;CCREDIT;BMINUSA;USTB3M;USTB10Y
2012-03-01;32.259998;1408.469971;229.392;99.1594;2246;2746.1648;1.24;0.08;2.17
2012-04-01;32.02;1397.910034;230.085;99.9173;2268.6;2760.0295;1.23;0.08;2.05
2012-05-01;29.190001;1310.329956;229.815;100.0956;2248.4;2781.7144;1.27;0.09;1.8
2012-06-01;30.59;1362.160034;229.478;100.0478;2271;2795.2744;1.38;0.09;1.62
2012-07-01;29.469999;1379.319946;229.104;100.3144;2314.6;2803.8106;1.47;0.1;1.53
2012-08-01;30.82;1406.579956;230.379;99.9036;2334.6;2843.4646;1.43;0.1;1.68
2012-09-01;29.76;1440.670044;231.407;99.8944;2358;2854.9229;1.35;0.11;1.72
2012-10-01;28.540001;1412.160034;231.317;100.1192;2416.2;2867.0297;1.11;0.1;1.75
2012-11-01;26.620001;1416.180054;230.221;100.61;2415.2;2887.7391;1.01;0.09;1.65
2012-12-01;26.709999;1426.189941;229.601;100.9267;2509.8;2918.2581;0.98;0.07;1.72
2013-01-01;27.450001;1498.109985;230.28;100.8779;2481.3;2932.271;0.930000000000001;0.07;1.91
2013-02-01;27.799999;1514.680054;232.166;101.4265;2455.7;2924.2392;0.95;0.1;1.98
2013-03-01;28.610001;1569.189941;232.773;101.8186;2497.2;2919.2361;0.919999999999999;0.09;1.96
2013-04-01;33.099998;1597.569946;232.531;101.695;2542.3;2930.9847;0.86;0.06;1.76
2013-05-01;34.900002;1630.73999;232.945;101.7517;2518.5;2949.1025;0.84;0.04;1.93
2013-06-01;34.540001;1606.280029;233.504;101.9486;2523.5;2962.2567;0.920000000000001;0.05;2.3
2013-07-01;31.84;1685.72998;233.596;101.446;2543.7;2975.7949;0.98;0.04;2.58
2013-08-01;33.400002;1632.969971;233.877;102.1758;2537.4;3013.7468;0.88;0.04;2.74
2013-09-01;33.279999;1681.550049;234.149;102.6774;2555.7;3033.0343;0.83;0.02;2.81
2013-10-01;35.41;1756.540039;233.546;102.5438;2618.1;3045.6087;0.779999999999999;0.05;2.62
2013-11-01;38.130001;1805.810059;233.069;102.8625;2606.8;3059.2857;0.75;0.07;2.72
2013-12-01;37.41;1848.359985;233.049;103.1747;2715.4;3093.3858;0.76;0.07;2.9
2014-01-01;37.84;1782.589966;233.916;102.7053;2701.5;3108.5802;0.7;0.04;2.86
2014-02-01;38.310001;1859.449951;234.781;103.6016;2706;3097.1702;0.649999999999999;0.05;2.71
2014-03-01;40.990002;1872.339966;236.293;104.5893;2773;3100.0784;0.68;0.05;2.72
2014-04-01;40.400002;1883.949951;237.072;104.7423;2809.6;3126.0468;0.66;0.03;2.71
2014-05-01;40.939999;1923.569946;237.9;105.0571;2782.2;3148.6948;0.6;0.03;2.56
2014-06-01;41.700001;1960.22998;238.343;105.4084;2824.8;3167.4747;0.55;0.04;2.6
2014-07-01;43.16;1930.670044;238.25;105.5609;2841.2;3188.1878;0.57;0.03;2.54
2014-08-01;45.43;2003.369995;237.852;105.4797;2790.2;3226.926;0.61;0.03;2.42
2014-09-01;46.360001;1972.290039;238.031;105.7908;2834.6;3246.1269;0.69;0.02;2.53
2014-10-01;46.950001;2018.050049;237.433;105.8154;2865;3252.9523;0.77;0.02;2.3
2014-11-01;47.810001;2067.560059;236.151;106.663;2861.1;3268.1205;0.87;0.02;2.33
2014-12-01;46.450001;2058.899902;234.812;106.5032;2992;3314.5671;0.95;0.03;2.21
2015-01-01;40.400002;1994.98999;233.707;105.8772;2941.1;3324.2097;0.99;0.03;1.88
2015-02-01;43.849998;2104.5;234.722;105.4193;2979.6;3312.5773;0.9;0.02;1.98
2015-03-01;40.66;2067.889893;236.119;105.0856;3023.9;3319.7104;0.9;0.03;2.04
2015-04-01;48.639999;2085.51001;236.599;104.5604;3035.4;3343.7291;0.96;0.02;1.94
2015-05-01;46.860001;2107.389893;237.805;104.0675;2975.9;3366.1704;0.91;0.02;2.2
2015-06-01;44.150002;2063.110107;238.638;103.6891;3020.7;3394.7956;0.94;0.02;2.36
2015-07-01;46.700001;2103.840088;238.654;104.2443;3038.4;3411.9871;1.05;0.03;2.32
2015-08-01;43.52;1972.180054;238.316;104.1318;3022.3;3448.5738;1.15;0.07;2.17
2015-09-01;44.259998;1920.030029;237.945;103.7281;3016.3;3478.539;1.27;0.02;2.17
2015-10-01;52.639999;2079.360107;237.838;103.3569;3011.9;3490.047;1.39;0.02;2.07
2015-11-01;54.349998;2080.409912;237.336;102.7323;3056.2;3507.4938;1.4;0.13;2.26
2015-12-01;55.48;2043.939941;236.525;102.2696;3141.1;3413.6115;1.49;0.23;2.24
2016-01-01;55.09;1940.23999;236.916;103.0314;3094.3;3425.8763;1.45;0.26;2.09
2016-02-01;50.880001;1932.22998;237.111;102.3429;3097.4;3411.21;1.38;0.31;1.78
2016-03-01;55.23;2059.73999;238.132;101.5415;3181.2;3420.9296;1.31;0.3;1.89
2016-04-01;49.869999;2065.300049;239.261;101.7479;3236.5;3444.5581;1.17;0.23;1.81
2016-05-01;53;2096.949951;240.229;101.6011;3237.3;3469.4721;1.03;0.28;1.81
2016-06-01;51.169998;2098.860107;241.018;101.9476;3250.1;3488.4763;1.03;0.27;1.64
2016-07-01;56.68;2173.600098;240.628;102.1435;3248.5;3504.6528;0.94;0.3;1.5
2016-08-01;57.459999;2170.949951;240.849;102.0654;3323;3551.9121;0.92;0.3;1.56
2016-09-01;57.599998;2168.27002;241.428;101.9304;3300.9;3573.324;0.899999999999999;0.29;1.63
2016-10-01;59.919998;2126.149902;241.729;102.0557;3330.7;3589.4213;0.87;0.33;1.76
2016-11-01;60.259998;2198.810059;241.353;101.8293;3327.3;3613.8087;0.85;0.45;2.14
2016-12-01;62.139999;2238.830078;241.432;102.7877;3383;3644.1997;0.77;0.51;2.49
2017-01-01;64.650002;2278.870117;242.839;102.5393;3380.6;3654.2233;0.74;0.52;2.43
2017-02-01;63.98;2363.639893;243.603;102.1574;3339.4;3641.8291;0.69;0.53;2.42
2017-03-01;65.860001;2362.719971;243.801;102.7236;3460.6;3640.1062;0.67;0.75;2.48
2017-04-01;68.459999;2384.199951;244.524;103.7148;3466.2;3656.7841;0.7;0.81;2.3
2017-05-01;69.839996;2411.800049;244.733;103.7121;3496.7;3679.653;0.7;0.9;2.3
2017-06-01;68.93;2423.409912;244.955;103.771;3501.7;3695.3821;0.69;1;2.19
2017-07-01;72.699997;2470.300049;244.786;103.6206;3532.8;3709.1421;0.69;1.09;2.32
2017-08-01;74.769997;2471.649902;245.519;103.1956;3567.6;3741.9336;0.68;1.03;2.21
2017-09-01;74.489998;2519.360107;246.819;103.176;3526.2;3753.9943;0.67;1.05;2.2
2017-10-01;83.18;2575.26001;246.663;104.7647;3582.4;3771.3021;0.72;1.09;2.36
2017-11-01;84.169998;2584.840088;246.669;105.2943;3580.8;3804.8885;0.7;1.25;2.35
2017-12-01;85.540001;2673.610107;246.524;105.7183;3636.4;3834.5986;0.71;1.34;2.4
2018-01-01;95.010002;2823.810059;247.867;105.3141;3635.4;3843.4212;0.71;1.43;2.58
2018-02-01;93.769997;2713.830078;248.991;105.7465;3557.3;3826.8804;0.69;1.59;2.86
2018-03-01;91.269997;2640.870117;249.554;106.5387;3684.7;3823.9911;0.77;1.73;2.84
